date,week,anjuke_avg_price,lianjia_avg_price,anjuke_price_change_pct,lianjia_last_month_deals,anjuke_listing_count,lianjia_listing_count
2026-06-26,2026-W25,,3089,,10,,0
2026-06-27,2026-W25,,3089,,10,,0,,0
2026-07-04,2026-W26,,3062,,10,,0,,0
2026-07-11,2026-W27,,3062,,10,,0,,0
2026-07-18,2026-W28,,3062,,10,,0,,0
2026-07-25,2026-W29,,3062,,10,,0,,0
2026-08-01,2026-W30,,3058,,10,,0,,0
2026-08-08,2026-W31,,3058,,10,,0,,0
2026-08-15,2026-W32,,3058,,10,,0,,0
2026-08-22,2026-W33,,3058,,10,,0,,0
